CARGO_ID,COLABORADOR_ID,DS_CARGO,DS_LOTACAO,DS_PERIODO,DS_ATIVIDADES,PERCENTUAL,DT_INICIO,DT_FIM,LOTACAO_ID,TIPO_CARGO_ID,TIPO_CARGO_ESPEC_ID,ID_REPRESENTACAO,TERMO_POSSE,TERM_ATTACH_MIMETYPE,TERM_ATTACH_FILENAME,TERM_ATTACH_CHARSET,TERM_ATTACH_LAST_UPDATE,CARGO_ATTACH,CARGO_ATTACH_MIMETYPE,CARGO_ATTACH_FILENAME,CARGO_ATTACH_CHARSET,CARGO_ATTACH_LAST_UPDATE
255,122,,,,"Política geral de administração da entidade e de seus planos de benefícios; alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; política anual de investimentos e plano de aplicação de recursos; autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; exame, em grau de recurso, das decisões da Diretoria-Executiva; norma para eleição de conselheiros e membros da Diretoria-Executiva; celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; o plano de custeio e seus planos de benefícios, administrativo, assistencial;  concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; do recebimento de apoio técnico de Patrocinadora; as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,09/07/19,31/12/19,,18,3,1,[unsupported data type],application/pdf,Termo de Posse COD nº 49 titular.pdf,,16/12/19,[unsupported data type],,,,
256,122,,,,"Participar das atividades de competência do Conselho Deliberativo; Solicitara inclusão de matéria em pauta; Propor ou requerer esclarecimentos necessários à melhor apreciação e votação das matérias de competência do Conselho Deliberativo; Pedir adiamento de deliberação, para exame de matéria ou processo submetido ao Conselho, mediante requerimento justificado dirigido ao Presidente, devendo apresentar seu parecer ou voto na sessão seguinte; Apresentar moção ou proposição sobre assunto de interesse do sistema de previdência complementar operado pelas Entidades Fechadas de Previdência Complementar; Compor comissões especiais ou grupos de trabalho; Relatar matérias, processos e expedientes, elaborando parecer; Desenvolver outras atividades atribuídas pelo Presidente do Conselho Deliberativo; Na assunção do cargo, término da gestão, afastamento, todos os membros do Conselho Deliberativo apresentarão declaração de bens e direitos, à CELOS, nos termos dos normativos vigentes, incluindo a Declaração de Renda do último exercício; Prestar informações, fornecer subsídios e apresentar parecer acerca de matérias sobre as quais detenha conhecimento notório ou específico, quando solicitado. ",1,14/02/19,17/06/19,,18,2,1,[unsupported data type],application/pdf,Termo de Posse COD nº 44 suplente.pdf,,16/12/19,[unsupported data type],,,,
198,191,Conselheiro Deliberativo,,2018 a ,"Participar das atividades de competência do Conselho Deliberativo; Solicitara inclusão de matéria em pauta; Propor ou requerer esclarecimentos necessários à melhor apreciação e votação das matérias de competência do Conselho Deliberativo; Pedir adiamento de deliberação, para exame de matéria ou processo submetido ao Conselho, mediante requerimento justificado dirigido ao Presidente, devendo apresentar seu parecer ou voto na sessão seguinte; Apresentar moção ou proposição sobre assunto de interesse do sistema de previdência complementar operado pelas Entidades Fechadas de Previdência Complementar; Compor comissões especiais ou grupos de trabalho; Relatar matérias, processos e expedientes, elaborando parecer; Desenvolver outras atividades atribuídas pelo Presidente do Conselho Deliberativo; Na assunção do cargo, término da gestão, afastamento, todos os membros do Conselho Deliberativo apresentarão declaração de bens e direitos, à CELOS, nos termos dos normativos vigentes, incluindo a Declaração de Renda do último exercício; Prestar informações, fornecer subsídios e apresentar parecer acerca de matérias sobre as quais detenha conhecimento notório ou específico, quando solicitado.",1,11/01/18,31/12/21,,18,1,2,[unsupported data type],application/pdf,Termo de Posse COD 41 2018.pdf,,26/12/19,[unsupported data type],,,,
264,229,,,,"Política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,02/04/19,31/12/21,,18,2,1,[unsupported data type],application/pdf,Termo de Posse COD nº 46.pdf,,19/12/19,[unsupported data type],,,,
249,115,,,,"I - examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,01/01/19,30/04/23,,18,4,1,[unsupported data type],application/pdf,Termo de Posse COF nº 17.pdf,,17/12/19,[unsupported data type],,,,
212,107,Conselheiro Titular,,28/01/2010 - 16/01/2014,"Fixar, dentro dos objetivos sociais, a política geral da CELOS; Estabelecer diretrizes e normas gerais para a organização a administração a operação e os planos de benefícios da CELOS; Propor a Patrocinadora alterações no Estatuto Social da CELOS. Alterar os regulamentos dos planos de benefícios, sua implantação ou extinção por proposta da Diretoria Executiva bem como retirar Patrocinador, ambas as hipóteses sujeitas à aprovação da Patrocinadora; Aprovar a Política de Investimentos, segregado por planos de benefícios; Autorizar investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento (5%) dos recursos garantidores das reservas; Determinar a contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições regulamentares aplicáveis:Nomear e exonerar dos membros da Diretoria Executiva, respeitando as disposições do Estatuto. Admitir novos Patrocinadores ou Instituidores, com aprovação dos órgãos públicos competentes, ¿ Celebrar Acordo de Acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação: Criar comitês aprovar seus regimentos e definir a representatividade dos órgãos estatutários em sua composição; Autorizar aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos. Aceitar doações, auxílios, dação em pagamento, subvenções, legados com ou sem encargos: ¿ Examinar o relatório anual, balanço, demonstrações financeiras e a prestação de contas do exercício da Diretoria Executiva, após apreciação e parecer do Conselho Fiscal; Aprovar o Orçamento Geral anual e suas alterações e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio: ¿ Aprovar o plano anual de custeio dos planos de benefícios, administrativo e assistencíal. estabelecido pelo atuário responsável pelos planos; Dar destinação às reservas, na hipótese de extinção dos planos de benefícios, administrativo e assistencial observando as prioridades dos benefícios já concedidos e os direitos adquiridos. ",1,28/01/10,16/01/14,,18,1,1,[unsupported data type],application/pdf,Termo de Posse COD n° 25.pdf,,11/12/19,[unsupported data type],,,,
248,227,,,,"I) definir os temas (assuntos) da ordem do dia das reuniões II) abrir, suspender e encerrar os trabalhos; III) decidir questões de ordem; IV) colocar em votação os assuntos discutidos e anunciar a decisão tomada em plenário; V) autorizar a discussão de assuntos não incluídos na ordem do dia; VI) dar posse aos membros do COF, mediante a assinatura do Termo de Posse; VII) interromper o orador quando este se afastar da questão em debate ou quando retornar a matéria vencida, salvo em justificação de voto ou explicação pessoal; VIII) assinar correspondências do COF; IX) autorizar a divulgação do Resumo da Reunião, quando a ata não for aprovada no dia; X) convocar ou convidar membros da DEX, do COD, Gerentes ou terceiros para participar das reuniões e para exposição de assuntos da ordem do dia; XI) requerer ao COD, mediante justificativa formal, a contratação de serviços especializados, visando subsidiar as decisões do COF.	",1,15/05/19,12/05/21,,18,6,1,[unsupported data type],application/pdf,Termo de Posse COF nº 17.pdf,,17/12/19,[unsupported data type],,,,
200,179,Conselheiro Fiscal ,,11/05/2017 a ,"I - examinar e dar parecer sobre o balanço anual e os balancetes podendo para tanto, examinar quaisquer demonstrações financeiras, e contábeis, bem como as contas e demais aspectos econômico-financeiros; II - lavrar em livro de ata e pareceres o resultado dos exames procedidos; III - apontar as irregularidades eventualmente verificadas, sugerindo medidas saneadoras e solicitando ao Conselho Deliberativo uma reunião para informá-lo a respeito. IV - emitir semestralmente relatórios de controles internos, que contemplem: 12 a) conclusões dos exames efetuados, sobre a aderência da gestão dos recursos garantidores dos planos de benefícios às normas em vigor e à política de investimentos, a aderência das premissas e hipóteses atuariais e a execução orçamentária; b) recomendações de eventuais deficiências, com o estabelecimento de cronograma de saneamento das mesmas, quando for o caso; c) análise de manifestação dos responsáveis pelas correspondentes áreas, a respeito das deficiências encontradas em verificações anteriores, bem como análise das medidas efetivamente adotadas para saná-las.",1,11/05/17,30/04/21,,18,4,1,[unsupported data type],application/pdf,Termo de Posse COF nº 14.pdf,,17/12/19,[unsupported data type],,,,
227,192,Conselheiro Suplente,,2018-presente,"Política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,11/01/18,31/12/21,,18,2,,[unsupported data type],application/pdf,Termo de Posse COD nº 41.pdf,,19/12/19,[unsupported data type],,,,
189,109,Conselheiro Deliberativo Suplente,,17/01/2014 a 24/07/2014,"Atividades: política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,17/01/14,24/07/14,,18,2,1,[unsupported data type],application/pdf,Termo de Posse COD 30.pdf,,05/02/19,[unsupported data type],,,,
253,221,,,,"Política geral de administração da entidade e de seus planos de benefícios;II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,01/01/19,31/12/21,,18,1,1,[unsupported data type],application/pdf,Termo de Posse COD nº 44.pdf,,16/12/19,[unsupported data type],,,,
190,109,Conselheiro Deliberativo Titular,,24/07/2014-11/01/2018,"Assumiu a titularidade em 24/07/2014 pela renúncia da Conselheira Débora. Registro na Ata COD 17/2014. Atividades: política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,24/07/14,11/01/18,,18,1,1,[unsupported data type],application/pdf,Ata COD n° 17-2014.pdf,,05/02/19,[unsupported data type],,,,
192,114,Conselheiro Titular Suplente,,17/01/2014 ,"Política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,17/01/14,13/12/17,,18,,,[unsupported data type],application/pdf,Termo de Posse COD n° 30.pdf,,19/12/19,[unsupported data type],,,,
196,151,Conselheiro Deliberativo,,13/01/2016 a ,"Política geral de administração da entidade e de seus planos de benefícios; 9 II - alteração de estatuto da entidade e regulamentos dos planos de benefícios previdenciários e assistenciais, bem como a implantação e a extinção deles e a adesão, exclusão e retirada de patrocinadora; III - política anual de investimentos e plano de aplicação de recursos; IV - autorização de investimentos ou quaisquer outros contratos que envolvam valores iguais ou superiores a cinco por cento dos recursos garantidores; V - contratação de auditor independente, atuário, avaliador/auditor de gestão financeira e atuarial, observadas as disposições aplicáveis; VI - nomeação e exoneração dos membros da Diretoria-Executiva, respeitando as disposições deste Estatuto; VII - exame, em grau de recurso, das decisões da Diretoria-Executiva; VIII - norma para eleição de conselheiros e membros da Diretoria-Executiva; IX - celebração de acordo de acionista, quando for o caso, que venha a assinar com empresas que a CELOS tenha participação; X. criação de comitês, aprovação de seus regimentos, definição da representatividade dos órgãos estatutários em sua composição e a nomeação de seus membros; XI - aquisição, construção e alienação de imóveis, constituição de ônus ou direitos reais sobre os mesmos, observadas as diretrizes de aplicação dos recursos garantidores dos planos administrados pela CELOS; XII - dação em pagamento e aceitação de doações, subvenções, legados com ou sem encargos; XIII - demonstrações financeiras e documentação pertinente às contas e balanço anual, prestação de contas e relatório do exercício, após apreciação do Conselho Fiscal e auditoria; XIV - reforma da estrutura administrativa e da política de Recursos Humanos da CELOS; XV - o orçamento anual, alteração e abertura de crédito adicional, mediante proposta fundamentada, desde que definida a fonte de custeio; XVI - o plano de custeio e seus planos de benefícios, administrativo, assistencial; XVII - concessão de licença aos membros dos conselhos e da Diretoria-Executiva por período superior a trinta (30) dias e designar o Diretor que o substituirá durante sua ausência; XVIII - do recebimento de apoio técnico de Patrocinadora; XIX ¿ as indicações de que tratam o inciso II do § 1º dos artigos 24 e 31 deste Estatuto, bem como de representantes da CELOS para ocupar cargo em entidade ou empresa na qual tenha participação, observado, nesses casos, o disposto no inciso VII do art. 58 deste Estatuto; XX - os critérios que deverão nortear a atuação dos representantes da CELOS em empresas ou entidades, sempre que entender conveniente; 10 XXI - convocação de qualquer integrante da Diretoria-Executiva ou do Conselho Fiscal para participar de reuniões do mesmo. XXII - os casos omissos neste Estatuto. Parágrafo único. Além da definição das matérias previstas no caput, compete ao Conselho Deliberativo acompanhar o desempenho da Diretoria-Executiva.",1,13/01/16,31/12/19,,18,1,2,[unsupported data type],application/pdf,Termo de Posse COD nº 37.pdf,,16/12/19,[unsupported data type],,,,
